gene_symbol,human_gene_id,ensembl_gene_id,uniprot_id,synonyms,description,curated_gene_list,curation_evidence,sub_mito_location,pathways,targetp_score,mito_domain_score,coexpression_gnf_n50_score,pgc_induction_score,yeast_mito_homolog_score,rickettsia_homolog_score,msms_score
TFB1M,51106,ENSG00000029639,Q8WVM0,CGI-75|CGI75|mtTFB|mtTFB1,"transcription factor B1, mitochondrial",curated,"literature, APEX_matrix, Rickettsial homolog, mito protein domain, MS/MS+",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,5.0,SharedDomain,3.0,,NoMitoHomolog,Homolog,25-50pure
ARF5,381,ENSG00000004059,P84085,-,ADP ribosylation factor 5,curated,"targetP signal, mito protein domain, coexpression, MS/MS",unknown,0,3.0,SharedDomain,7.0,,NoMitoHomolog,NoHomolog,50-75ambig
MCUB,55013,ENSG00000005059,Q9NWR8,CCDC109B,mitochondrial calcium uniporter dominant negative subunit beta,curated,"literature, targetP signal, mito protein domain+",MIM,Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport > Calcium uniporter,2.0,MitoDomain,2.0,,NoMitoHomolog,NoHomolog,0-25ambig
TWNK,56652,ENSG00000107815,Q96RR1,ATXN8|C10orf2|IOSCA|MTDPS7|PEO|PEO1|PEOA3|PRLTS5|SANDO|SCA8|TWINL,twinkle mtDNA helicase,curated,"literature, APEX_matrix, targetP signal, induction, coexpression",Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid,2.0,,13.0,1.99,NoMitoHomolog,NoHomolog,
MMADHC,27249,ENSG00000168288,Q9H3L0,C2orf25|CL25022|cblD,metabolism of cobalamin associated D,curated,"APEX_matrix, targetP signal, induction, coexpression",Matrix,Metabolism > Vitamin metabolism > Vitamin B12 metabolism,2.0,,20.0,0.64,NoMitoHomolog,NoHomolog,
PYCR2,29920,ENSG00000143811,Q96C36,HLD10|P5CR2,pyrroline-5-carboxylate reductase 2,curated,"APEX_matrix, mito protein domain, MS/MS++",Matrix,Metabolism > Amino acid metabolism > Proline metabolism,5.0,SharedDomain,2.0,,NoMitoHomolog,NoHomolog,50-75pure
TSTD1,100131187,ENSG00000215845,Q8NFU3,KAT|TST,thiosulfate sulfurtransferase like domain containing 1,curated,"Rickettsial homolog, mito protein domain, MS/MS",unknown,Metabolism > Sulfur metabolism,4.0,SharedDomain,3.0,,HomologMitoLowConf,Homolog,25-50ambig
LYRM1,57149,ENSG00000102897,O43325,A211C6.1,LYR motif containing 1,curated,"GFP, mito protein domain+, MS/MS",unknown,0,5.0,MitoDomain,2.0,,NoMitoHomolog,NoHomolog,25-50ambig
OSBPL1A,114876,ENSG00000141447,Q9BXW6,ORP-1|ORP1|OSBPL1B,oxysterol binding protein like 1A,curated,"Rickettsial homolog, mito protein domain, induction, MS/MS",unknown,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism",,SharedDomain,0.0,5.89,NoMitoHomolog,Homolog,0-25pure
RECQL4,9401,ENSG00000160957,O94761,RECQ4,RecQ like helicase 4,curated,"targetP signal, Rickettsial homolog, mito protein domain, coexpression",Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,2.0,SharedDomain,10.0,,NoMitoHomolog,Homolog,
PET100,100131801,ENSG00000229833,P0DJ07,C19orf79,PET100 cytochrome c oxidase chaperone,curated,"literature, yeast mito homolog++, MS/MS",MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,,,1.0,,OrthologMitoHighConf,NoHomolog,25-50ambig
GDAP1,54332,ENSG00000104381,Q8TB36,CMT4|CMT4A|CMTRIA,ganglioside induced differentiation associated protein 1,curated,"APEX_IMS, mito protein domain, MS/MS++",MOM,0,,SharedDomain,1.0,,HomologMitoLowConf,NoHomolog,50-75pure
MTIF3,219402,ENSG00000122033,Q9H2K0,IF3mt,mitochondrial translational initiation factor 3,curated,"literature, APEX_matrix, Rickettsial homolog, mito protein domain, coexpression",Matrix,Mitochondrial central dogma > Translation > Translation factors,5.0,SharedDomain,7.0,,NoMitoHomolog,Ortholog,0-25ambig
UNG,7374,ENSG00000076248,P13051,DGU|HIGM4|HIGM5|UDG|UNG1|UNG15|UNG2,uracil DNA glycosylase,curated,"literature, targetP signal, yeast mito homolog, mito protein domain, induction",Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,3.0,SharedDomain,2.0,2.12,HomologMitoHighConf,NoHomolog,
GLYAT,10249,ENSG00000149124,Q6IB77,ACGNAT|CAT|GAT,glycine-N-acyltransferase,curated,"literature, mito protein domain, coexpression, MS/MS+",Matrix,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Detoxification > Xenobiotic metabolism,,SharedDomain,10.0,,NoMitoHomolog,NoHomolog,75-100ambig
ISOC2,79763,ENSG00000063241,Q96AB3,-,isochorismatase domain containing 2,curated,"APEX_matrix, targetP signal, MS/MS++",Matrix,0,2.0,NonMitoDomain,,,NoMitoHomolog,NoHomolog,75-100pure
ATP5MC1,516,ENSG00000159199,P05496,ATP5A|ATP5G|ATP5G1,ATP synthase membrane subunit c locus 1,curated,"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,4.0,SharedDomain,,,OrthologMitoLowConf,Homolog,
QDPR,5860,ENSG00000151552,P09417,DHPR|HDHPR|PKU2|SDR33C1,quinoid dihydropteridine reductase,curated,"APEX_matrix, targetP signal, mito protein domain, induction",Matrix,Metabolism > Metals and cofactors > Tetrahydrobiopterin synthesis | Metabolism > Vitamin metabolism > Folate and 1-C metabolism,2.0,SharedDomain,2.0,0.57,NoMitoHomolog,NoHomolog,50-75crude
COQ8B,79934,ENSG00000123815,Q96D53,ADCK4|NPHS9,coenzyme Q8B,curated,"APEX_matrix, GFP, yeast mito homolog+, Rickettsial homolog, mito protein domain",MIM,Metabolism > Metals and cofactors > Coenzyme Q metabolism,,SharedDomain,1.0,,OrthologMitoLowConf,Homolog,0-25ambig
GTPBP10,85865,ENSG00000105793,A4D1E9,ObgH2|UG0751c10,GTP binding protein 10,curated,"APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,,SharedDomain,1.0,,OrthologMitoLowConf,Homolog,0-25ambig
TSPO,706,ENSG00000100300,P30536,BPBS|BZRP|DBI|IBP|MBR|PBR|PBS|PKBS|PTBR|mDRC|pk18,translocator protein,curated,"literature, mito protein domain, MS/MS++",MOM,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis",,SharedDomain,3.0,0.3,NoMitoHomolog,NoHomolog,75-100pure
FTH1,2495,ENSG00000167996,P02794,FHC|FTH|FTHL6|HFE5|PIG15|PLIF,ferritin heavy chain 1,curated,"mito protein domain, MS/MS++",unknown,Metabolism > Metals and cofactors > Iron homeostasis,,SharedDomain,1.0,-0.53,NoMitoHomolog,NoHomolog,75-100pure
TRMT1,55621,ENSG00000104907,Q9NXH9,MRT68|TRM1,tRNA methyltransferase 1,curated,"targetP signal+, mito protein domain, coexpression",Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,1.0,SharedDomain,6.0,,HomologMitoLowConf,NoHomolog,
ADCK2,90956,ENSG00000133597,Q7Z695,AARF,aarF domain containing kinase 2,curated,"GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain",MIM,0,2.0,SharedDomain,4.0,,HomologMitoHighConf,Homolog,
TSTD3,100130890,ENSG00000279170,H0UI37,-,thiosulfate sulfurtransferase like domain containing 3,curated,"mito protein domain, induction, MS/MS",unknown,0,,SharedDomain,4.0,1.18,HomologMitoLowConf,NoHomolog,50-75ambig
PDP2,57546,ENSG00000172840,Q9P2J9,PDPC 2|PPM2B|PPM2C2,pyruvate dehyrogenase phosphatase catalytic subunit 2,curated,"APEX_matrix, yeast mito homolog+, mito protein domain, coexpression",Matrix,Metabolism > Carbohydrate metabolism > Pyruvate metabolism,,SharedDomain,9.0,,OrthologMitoLowConf,NoHomolog,0-25ambig
AGPAT5,55326,ENSG00000155189|ENSG00000284980,Q9NUQ2,1AGPAT5|LPAATE,1-acylglycerol-3-phosphate O-acyltransferase 5,curated,"literature, Rickettsial homolog, mito protein domain, induction, MS/MS",MOM,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,,SharedDomain,3.0,0.73,NoMitoHomolog,Homolog,25-50ambig
MCRIP2,84331,ENSG00000172366,Q9BUT9,C16orf14|FAM195A|c349E10.1,MAPK regulated corepressor interacting protein 2,curated,"induction, coexpression+",unknown,Signaling,5.0,,39.0,3.86,NoMitoHomolog,NoHomolog,
UCP2,7351,ENSG00000175567,P55851,BMIQ4|SLC25A8|UCPH,uncoupling protein 2,curated,"literature, yeast mito homolog+, mito protein domain+",MIM,Small molecule transport > SLC25A family,,MitoDomain,3.0,,OrthologMitoLowConf,NoHomolog,
SLC25A37,51312,ENSG00000147454,Q9NYZ2,HT015|MFRN|MFRN1|MSC|MSCP|PRO1278|PRO1584|PRO2217,solute carrier family 25 member 37,curated,"literature, yeast mito homolog+, mito protein domain+",MIM,Metabolism > Metals and cofactors > Iron homeostasis | Small molecule transport > SLC25A family,,MitoDomain,4.0,,OrthologMitoLowConf,NoHomolog,
SLC25A28,81894,ENSG00000155287,Q96A46,MFRN2|MRS3/4|MRS4L|NPD016,solute carrier family 25 member 28,curated,"literature, yeast mito homolog+, mito protein domain+",MIM,Metabolism > Metals and cofactors > Iron homeostasis | Small molecule transport > SLC25A family,,MitoDomain,3.0,,OrthologMitoLowConf,NoHomolog,
SLC25A48,153328,ENSG00000145832,Q6ZT89,-,solute carrier family 25 member 48,curated,"yeast mito homolog+, mito protein domain+",MIM,Small molecule transport > SLC25A family,,MitoDomain,0.0,,OrthologMitoLowConf,NoHomolog,
SLC25A43,203427,ENSG00000077713,Q8WUT9,-,solute carrier family 25 member 43,curated,"yeast mito homolog+, mito protein domain+",MIM,Small molecule transport > SLC25A family,,MitoDomain,,,OrthologMitoLowConf,NoHomolog,
SLC25A47,283600,ENSG00000140107,Q6Q0C1,C14orf68|HDMCP|HMFN1655,solute carrier family 25 member 47,curated,"literature, yeast mito homolog+, mito protein domain+",MIM,Small molecule transport > SLC25A family,,MitoDomain,2.0,,OrthologMitoLowConf,NoHomolog,
SLC25A41,284427,ENSG00000181240,Q8N5S1,APC4,solute carrier family 25 member 41,curated,"yeast mito homolog+, mito protein domain+",MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Small molecule transport > SLC25A family,,MitoDomain,2.0,,OrthologMitoLowConf,NoHomolog,
SLC25A34,284723,ENSG00000162461,Q6PIV7,-,solute carrier family 25 member 34,curated,"yeast mito homolog+, mito protein domain+",MIM,Small molecule transport > SLC25A family,,MitoDomain,2.0,,OrthologMitoLowConf,NoHomolog,
EPHX2,2053,ENSG00000120915,P34913,ABHD20|CEH|SEH,epoxide hydrolase 2,curated,"Rickettsial homolog, mito protein domain, coexpression",unknown,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Lipid metabolism,,SharedDomain,21.0,,NoMitoHomolog,Homolog,50-75crude
NUDT5,11164,ENSG00000165609,Q9UKK9,YSA1|YSA1H|YSAH1|hNUDT5,nudix hydrolase 5,curated,"yeast mito homolog++, mito protein domain, coexpression",unknown,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,,SharedDomain,6.0,,OrthologMitoHighConf,NoHomolog,
MICU1,10367,ENSG00000107745,Q9BPX6,CALC|CBARA1|EFHA3|MPXPS|ara CALC,mitochondrial calcium uptake 1,curated,"literature, APEX_IMS, GFP, targetP signal, mito protein domain, MS/MS+",MIM,Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter,3.0,SharedDomain,4.0,-0.28,NoMitoHomolog,NoHomolog,25-50pure
SOD1,6647,ENSG00000142168,P00441,ALS|ALS1|HEL-S-44|IPOA|SOD|STAHP|hSod1|homodimer,superoxide dismutase 1,curated,"literature, mito protein domain, induction, coexpression",IMS,Metabolism > Detoxification > ROS and glutathione metabolism,,SharedDomain,7.0,0.51,HomologMitoLowConf,NoHomolog,50-75crude
SERHL2,253190,ENSG00000183569,Q9H4I8,dJ222E13.1,serine hydrolase like 2,curated,"Rickettsial homolog, mito protein domain, MS/MS",unknown,0,,SharedDomain,3.0,,NoMitoHomolog,Ortholog,50-75ambig
NDUFAF3,25915,ENSG00000178057,Q9BU61,2P1|C3orf60|E3-3|MC1DN18,NADH:ubiquinone oxidoreductase complex assembly factor 3,curated,"literature, targetP signal, mito protein domain, MS/MS",MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,2.0,SharedDomain,2.0,,NoMitoHomolog,NoHomolog,50-75ambig
BOLA3,388962,ENSG00000163170,Q53S33,MMDS2,bolA family member 3,curated,"targetP signal, mito protein domain, MS/MS",Matrix,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins,2.0,SharedDomain,,,NoMitoHomolog,NoHomolog,50-75ambig
OCIAD2,132299,ENSG00000145247,Q56VL3,-,OCIA domain containing 2,curated,MS/MS++,unknown,Signaling,5.0,,0.0,,NoMitoHomolog,NoHomolog,75-100pure
RSAD1,55316,ENSG00000136444,Q9HA92,HemW,radical S-adenosyl methionine domain containing 1,curated,"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression",MIM,Metabolism > Metals and cofactors > Fe-S-containing proteins,2.0,SharedDomain,8.0,0.32,NoMitoHomolog,Homolog,
CHCHD6,84303,ENSG00000159685,Q9BRQ6,CHCM1|MICOS25|Mic25|PPP1R23,coiled-coil-helix-coiled-coil-helix domain containing 6,curated,"literature, APEX_IMS, APEX_matrix, coexpression, MS/MS++",MIM,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex,,,5.0,,NoMitoHomolog,NoHomolog,50-75pure
FASTKD2,22868,ENSG00000118246,Q9NYY8,COXPD44|KIAA0971,FAST kinase domains 2,curated,"literature, APEX_matrix, induction, coexpression, MS/MS",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,,,12.0,1.05,NoMitoHomolog,NoHomolog,25-50ambig
PEX11B,8799,ENSG00000131779,O96011,PEX11-BETA|PEX14B,peroxisomal biogenesis factor 11 beta,curated,"targetP signal, coexpression, MS/MS",Membrane,0,2.0,,5.0,,NoMitoHomolog,NoHomolog,25-50ambig
TMEM186,25880,ENSG00000184857,Q96B77,C16orf51,transmembrane protein 186,curated,"targetP signal, coexpression, MS/MS",MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,2.0,,9.0,,NoMitoHomolog,NoHomolog,25-50ambig
PIF1,80119,ENSG00000140451,Q9H611,C15orf20|PIF,PIF1 5'-to-3' DNA helicase,curated,"literature, targetP signal+, yeast mito homolog, mito protein domain",Matrix,Mitochondrial central dogma > mtDNA maintenance,1.0,SharedDomain,3.0,,HomologMitoHighConf,NoHomolog,
FABP1,2168,ENSG00000163586,P07148,FABPL|L-FABP,fatty acid binding protein 1,curated,"mito protein domain, MS/MS++",unknown,Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Lipid metabolism,,SharedDomain,3.0,,NoMitoHomolog,NoHomolog,75-100pure
ABCD1,215,ENSG00000101986,P33897,ABC42|ALD|ALDP|AMN,ATP binding cassette subfamily D member 1,curated,"Rickettsial homolog, mito protein domain, induction",Membrane,Small molecule transport > ABC transporters,4.0,SharedDomain,1.0,0.65,NoMitoHomolog,Homolog,0-25ambig
PLPBP,11212,ENSG00000147471,O94903,EPVB6D|PROSC,pyridoxal phosphate binding protein,curated,"APEX_matrix, coexpression, MS/MS++",Matrix,Metabolism > Vitamin metabolism > Vitamin B6 metabolism,4.0,NonMitoDomain,9.0,,NoMitoHomolog,NoHomolog,50-75pure
DBI,1622,ENSG00000155368,P07108,ACBD1|ACBP|CCK-RP|EP,"diazepam binding inhibitor, acyl-CoA binding protein",curated,"mito protein domain, induction, coexpression",unknown,Metabolism > Lipid metabolism,,SharedDomain,18.0,0.6,NoMitoHomolog,NoHomolog,75-100crude
PNPT1,87178,ENSG00000138035,Q8TCS8,COXPD13|DFNB70|OLD35|PNPASE|old-35,polyribonucleotide nucleotidyltransferase 1,curated,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain",Matrix|IMS,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,2.0,SharedDomain,4.0,,NoMitoHomolog,Homolog,50-75crude
TOP1MT,116447,ENSG00000184428,Q969P6,-,DNA topoisomerase I mitochondrial,curated,"literature, APEX_matrix, targetP signal, mito protein domain, coexpression",Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > Transcription,2.0,SharedDomain,29.0,-0.62,NoMitoHomolog,NoHomolog,
RNASEH1,246243,ENSG00000171865,O60930,H1RNA|PEOB2|RNH1,ribonuclease H1,curated,"literature, APEX_matrix, targetP signal, Rickettsial homolog, coexpression",Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,2.0,,5.0,,NoMitoHomolog,Ortholog,
ABCA9,10350,ENSG00000154258,Q8IUA7,EST640918,ATP binding cassette subfamily A member 9,curated,"GFP, yeast mito homolog, Rickettsial homolog, mito protein domain",Membrane,Small molecule transport > ABC transporters,5.0,SharedDomain,,,HomologMitoHighConf,Homolog,0-25ambig
SCP2,6342,ENSG00000116171,P22307,NLTP|NSL-TP|SCP-2|SCP-CHI|SCP-X|SCPX,sterol carrier protein 2,curated,"Rickettsial homolog, mito protein domain+",MIM,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis",,MitoDomain,,,NoMitoHomolog,Homolog,50-75crude
NT5DC3,51559,ENSG00000111696,Q86UY8,TU12B1-TY|TU12B1TY,5'-nucleotidase domain containing 3,curated,"APEX_matrix, targetP signal, MS/MS++",Matrix,0,2.0,NonMitoDomain,3.0,,NoMitoHomolog,NoHomolog,50-75pure
CMC4,100272147,ENSG00000182712,P56277,C6.1B|MTCP1|MTCP1B|MTCP1NB|p8|p8MTCP1,C-X9-C motif containing 4,curated,"yeast mito homolog++, mito protein domain+",IMS,0,,MitoDomain,,,OrthologMitoHighConf,NoHomolog,
LDHB,3945,ENSG00000111716,P07195,HEL-S-281|LDH-B|LDH-H|LDHBD|TRG-5,lactate dehydrogenase B,curated,"Rickettsial homolog, mito protein domain, induction",unknown,Metabolism > Amino acid metabolism > Glyoxylate metabolism,,SharedDomain,3.0,2.77,NoMitoHomolog,Homolog,75-100crude
YBEY,54059,ENSG00000182362,P58557,C21orf57,ybeY metalloendoribonuclease,curated,"APEX_matrix, targetP signal, Rickettsial homolog, MS/MS",Matrix,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,2.0,NonMitoDomain,,,NoMitoHomolog,Ortholog,25-50ambig
HINT1,3094,ENSG00000169567,P49773,HINT|NMAN|PKCI-1|PRKCNH1,histidine triad nucleotide binding protein 1,curated,"Rickettsial homolog, mito protein domain, coexpression",unknown,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,,SharedDomain,13.0,-0.18,NoMitoHomolog,Homolog,75-100crude
MUL1,79594,ENSG00000090432,Q969V5,C1orf166|GIDE|MAPL|MULAN|RNF218,mitochondrial E3 ubiquitin protein ligase 1,curated,"literature, mito protein domain+, induction",MOM,"Protein import, sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Fission | Signaling",,MitoDomain,3.0,0.85,NoMitoHomolog,NoHomolog,0-25ambig
TK2,7084,ENSG00000166548,O00142,MTDPS2|MTTK|PEOB3|SCA31,thymidine kinase 2,curated,"literature, targetP signal, mito protein domain, MS/MS",Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,2.0,SharedDomain,1.0,-0.22,NoMitoHomolog,NoHomolog,25-50ambig
AGMAT,79814,ENSG00000116771,Q9BSE5,-,agmatinase,curated,"literature, targetP signal, mito protein domain, MS/MS+",Matrix,Metabolism > Amino acid metabolism,3.0,SharedDomain,3.0,,NoMitoHomolog,NoHomolog,25-50pure
CMPK2,129607,ENSG00000134326,Q5EBM0,NDK|TMPK2|TYKi|UMP-CMPK2,cytidine/uridine monophosphate kinase 2,curated,"literature, targetP signal+, MS/MS",Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,1.0,,1.0,,NoMitoHomolog,NoHomolog,25-50ambig
BID,637,ENSG00000015475,P55957,FP497,BH3 interacting domain death agonist,curated,"literature, targetP signal+, mito protein domain, coexpression",MOM,Mitochondrial dynamics and surveillance > Apoptosis,1.0,SharedDomain,6.0,-1.01,NoMitoHomolog,NoHomolog,
ARL2,402,ENSG00000213465,P36404,ARFL2,ADP ribosylation factor like GTPase 2,curated,"literature, mito protein domain, coexpression, MS/MS+",IMS,Mitochondrial dynamics and surveillance > Fusion,,SharedDomain,7.0,,NoMitoHomolog,NoHomolog,75-100ambig
SYNJ2BP,55333,ENSG00000213463,P57105,ARIP2|OMP25,synaptojanin 2 binding protein,curated,"APEX_IMS, mito protein domain, coexpression, MS/MS+",MOM,Mitochondrial dynamics and surveillance > Organelle contact sites,,SharedDomain,9.0,,NoMitoHomolog,NoHomolog,75-100ambig
MFF,56947,ENSG00000168958,Q9GZY8,C2orf33|EMPF2|GL004,mitochondrial fission factor,curated,"literature, induction, MS/MS",MOM,Mitochondrial dynamics and surveillance > Fission,4.0,,2.0,0.61,NoMitoHomolog,NoHomolog,50-75ambig
DCXR,51181,ENSG00000169738,Q7Z4W1,DCR|HCR2|HCRII|KIDCR|P34H|PNTSU|SDR20C1|XR,dicarbonyl and L-xylulose reductase,curated,"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain",Matrix,Metabolism > Carbohydrate metabolism,2.0,SharedDomain,2.0,,NoMitoHomolog,Homolog,25-50crude
